company_id,Oncology,Neurology/Psychiatry,Cardiovascular/Metabolic,Immunology/Autoimmune,Infectious Diseases,Hematology,Gastrointestinal/Hepatology,Dermatology,Ophthalmology,Respiratory,Urology/Renal,Pain Management/Anesthetics
2482138,0,0,0,0,0,0,0,0,1,0,0,0
242825322,1,1,0,1,1,0,0,0,0,1,0,0
33851,1,0,0,0,0,1,0,0,0,0,0,0
288870432,0,1,0,0,0,0,0,0,0,0,0,0
1455350,1,1,0,0,0,0,0,0,0,0,0,0
1816591253,0,0,0,1,0,0,0,1,0,1,0,0
29932,0,0,0,0,0,0,1,0,0,0,0,0
262241549,1,0,0,0,1,0,0,0,0,0,0,0
289036322,1,0,0,1,1,0,0,0,0,0,0,0
687117,0,1,1,1,0,0,0,0,0,0,0,1
401184,0,0,1,0,1,0,0,0,0,0,0,0
12961651,1,0,1,1,1,0,0,0,0,0,0,0
608446276,1,1,0,1,0,0,1,1,0,1,0,0
271123063,1,1,0,1,1,0,0,0,0,0,0,0
21829412,1,0,0,0,0,0,1,0,0,0,0,0
32651,0,0,0,0,0,0,1,0,1,0,0,0
264106586,0,0,0,0,0,0,0,0,0,0,0,0
182949,0,1,0,0,0,0,0,0,0,0,0,0
558548528,0,1,0,1,0,0,0,0,0,1,0,0
348107,1,0,0,0,0,0,0,1,0,0,1,0
28875,0,0,0,1,1,0,0,0,0,0,0,0
134115017,0,1,0,0,0,0,0,0,0,0,0,0
28922,1,0,0,0,1,0,0,0,0,0,0,0
39366358,0,1,0,0,0,0,0,0,1,0,0,0
336341295,0,1,0,0,0,0,0,0,0,0,0,0
5015080,1,0,0,0,0,1,0,1,0,0,0,0
141930906,0,0,0,0,0,0,0,1,0,0,0,0
289125551,0,0,0,0,0,0,0,0,0,0,0,0
28511833,0,0,1,0,0,0,0,0,0,0,0,0
1675972978,0,1,0,0,0,0,0,0,0,0,0,0
2840617,1,0,0,0,0,0,0,0,0,0,0,0
32271,0,0,0,0,1,0,1,0,0,0,0,0
1006484,0,1,0,0,0,1,0,0,0,0,0,0
269599,0,0,0,0,0,0,0,0,0,0,0,0
3462053,1,0,0,0,0,0,0,0,0,0,0,0
306140818,0,0,1,1,0,0,0,0,0,0,0,0
36274487,0,0,0,0,0,0,0,0,1,0,0,0
529779470,0,1,1,0,0,0,0,0,0,0,0,0
139391,0,0,0,0,0,0,0,1,0,0,0,0
136714,1,0,0,0,0,0,1,0,0,0,0,0
343534,0,0,0,0,1,0,0,0,0,0,0,0
349463,1,0,0,1,0,1,0,0,0,0,0,0
21770633,1,0,0,0,0,1,0,0,0,0,0,0
619256344,0,1,1,0,0,0,0,0,0,0,0,1
11129608,0,0,0,0,0,0,0,1,1,0,0,0
2520553,0,1,0,0,0,0,0,0,0,0,0,0
283828497,0,0,0,1,0,0,0,0,0,0,0,0
323452,0,0,1,0,0,1,0,0,0,0,0,0
23828956,1,0,0,0,0,0,1,1,0,0,0,0
127478785,0,1,0,0,0,0,0,0,0,0,0,0
249249899,0,1,0,0,0,0,0,0,0,0,0,0
732397,1,0,0,1,0,0,0,0,0,0,0,0
29199209,0,0,0,0,0,0,0,0,0,0,0,0
26322,1,1,0,0,0,1,0,0,0,0,0,1
333301486,0,0,0,0,0,0,0,0,1,0,0,0
21826171,1,0,0,1,0,0,0,0,0,0,0,0
26241,0,0,0,0,0,1,0,0,0,0,0,0
287090,0,0,1,0,0,0,0,0,0,0,0,0
7657914,1,0,0,0,0,0,0,0,0,0,0,1
28311,1,0,0,0,1,0,1,0,0,0,0,0
349721,0,0,1,1,0,0,0,0,0,0,0,0
49553576,0,0,0,0,1,0,0,0,0,0,0,0
13565068,0,1,1,0,0,0,0,0,0,0,0,0
304391755,1,0,0,1,0,0,0,0,0,0,0,0
203142,0,1,1,1,1,0,0,0,0,1,0,0
364865,1,0,1,0,0,0,1,0,0,0,0,0
650787124,1,0,0,0,0,0,1,0,0,0,0,0
1873020488,1,0,0,0,0,0,0,0,0,0,0,0
183881,0,0,0,0,0,1,0,0,0,0,0,0
115902660,1,0,0,0,0,0,0,0,0,0,1,0
700448,1,1,0,1,0,0,0,0,0,0,0,0
35888,1,0,0,1,0,0,0,0,0,0,0,0
216879819,1,0,0,1,0,0,0,1,0,0,0,0
710359021,0,1,0,0,0,0,0,0,0,0,0,0
7902559,1,1,1,0,0,0,0,0,0,0,1,1
318354064,0,0,0,0,1,0,0,0,0,0,1,0
615643488,0,0,0,1,0,0,0,1,0,1,0,0
135212,1,0,1,1,1,0,0,0,0,0,0,0
877050,0,0,0,0,0,0,0,0,0,1,1,1
1267824,0,0,0,0,1,0,0,1,0,0,0,0
98376436,0,0,0,0,0,0,0,0,0,0,0,0
60048201,1,0,0,0,1,0,0,0,0,0,0,1
199775,0,0,0,0,0,0,0,0,0,0,0,0
278618386,0,0,0,0,0,0,0,0,0,0,0,0
873661,1,1,1,0,0,0,1,1,1,1,0,1
557389546,0,0,0,0,1,0,0,0,0,1,0,0
9985914,0,0,0,1,0,1,0,0,0,0,0,0
130641748,0,0,0,0,0,0,0,0,1,0,0,0
35712,0,0,0,0,0,0,0,0,0,0,0,0
52322137,1,0,0,0,0,0,0,0,0,0,0,0
1848383665,1,0,0,1,0,0,0,0,0,0,0,0
642056462,1,1,0,0,0,0,0,0,1,0,0,0
12930666,1,0,0,0,0,1,0,0,0,0,0,0
352160,0,0,0,0,0,0,0,1,0,0,1,1
1011555,1,0,0,0,1,0,0,0,0,0,0,0
27975848,0,0,0,0,1,0,0,0,0,0,0,0
312617897,1,0,0,1,0,0,0,0,0,0,0,0
1765406333,0,0,0,0,0,0,0,0,0,0,0,0
95777,0,0,0,1,1,0,0,0,0,1,0,0
706016439,0,0,0,1,0,0,1,1,0,1,0,0
3131686,1,0,0,0,0,0,0,0,0,0,0,0
282848,0,1,0,0,0,0,1,0,0,0,0,0
12631015,1,0,0,0,0,1,0,0,0,0,0,0
233586353,1,0,0,0,0,0,1,0,0,0,0,0
23712064,1,1,1,0,0,0,1,0,0,1,0,0
2221159,0,0,0,0,0,0,0,0,0,0,0,0
35764,0,0,0,0,1,0,0,0,0,0,0,0
3698914,0,0,0,0,1,0,0,0,0,0,0,0
564610577,1,0,0,1,0,1,1,0,0,0,0,0
754820,1,0,0,0,1,1,0,0,0,0,0,0
641326926,0,0,0,0,0,1,0,0,0,0,0,0
33940575,0,0,0,1,0,0,1,0,0,1,0,0
291249,0,0,0,0,0,0,0,0,0,0,0,0
111808,1,0,0,0,0,1,0,0,0,0,0,0
583290358,0,0,1,0,0,0,1,0,0,0,0,0
562879769,1,0,0,1,0,0,0,0,0,0,0,0
32070,0,1,1,0,0,0,0,0,0,0,0,1
1800783773,1,0,0,0,0,0,0,0,0,0,0,0
408328234,1,0,0,1,0,1,0,0,0,0,0,0
282005,0,0,0,0,0,0,0,0,0,1,0,0
656470663,0,1,0,0,0,0,0,0,0,0,0,0
62120637,0,0,0,1,0,0,0,0,0,0,0,0
303022599,1,0,0,0,1,0,0,0,0,0,0,0
263712791,0,0,0,0,0,0,0,0,0,0,0,0
3733605,0,0,0,0,0,0,0,0,0,0,0,0
519250,1,0,0,0,1,0,0,1,0,0,0,0
24846,0,0,1,0,0,0,0,0,0,0,0,0
242425883,0,0,0,1,0,0,0,1,0,0,0,0
121270,1,0,0,0,0,0,0,0,0,0,0,0
290112314,0,0,0,0,0,0,0,0,0,0,0,0
1673035637,1,1,0,1,0,1,1,0,0,0,0,0
36398,0,0,1,0,0,0,1,0,0,1,1,0
324406,0,1,0,0,0,0,0,0,0,0,0,1
249205,0,1,0,0,0,0,0,1,1,0,0,0
386045,1,0,0,0,1,0,1,0,0,0,0,0
4262436,0,0,1,1,0,0,1,0,0,0,0,0
108801544,1,0,0,0,1,0,0,1,0,0,0,0
6099166,1,0,0,1,1,1,0,0,0,0,0,0
543567629,1,1,0,1,0,0,0,0,0,0,0,0
9934314,1,0,0,0,0,0,0,0,0,0,0,0
7641926,0,0,0,0,0,0,0,0,0,0,0,0
1427456,0,0,0,0,0,0,0,0,0,1,0,0
240999442,0,1,0,0,0,0,0,1,0,1,0,0
252447310,1,0,0,0,0,0,0,0,0,0,0,0
260581,0,0,0,0,0,0,0,0,0,0,0,0
7687545,0,0,0,0,0,0,0,0,0,0,0,0
6511914,0,0,0,1,0,0,0,0,0,0,0,0
59211637,0,0,0,1,0,0,0,0,0,1,0,0
61731337,1,1,0,1,1,1,0,1,0,0,0,1
878688,0,0,0,0,0,0,1,1,0,0,1,1
9344828,0,1,0,0,0,0,0,1,0,0,0,0
349571,1,0,0,0,0,0,0,0,0,0,1,0
613615658,0,0,0,0,0,0,1,0,0,0,0,0
427845,0,0,0,0,1,0,0,1,0,0,0,0
20950715,1,0,0,0,0,0,0,0,0,0,0,0
25191,0,0,1,1,0,0,0,0,0,0,0,0
612675656,0,0,1,0,0,0,0,0,0,0,0,0
28896184,1,0,0,0,0,1,0,0,0,0,0,0
109528,0,1,0,0,0,0,1,0,0,0,1,0
576453668,0,1,0,0,0,0,0,0,0,0,0,0
347983,0,1,0,1,1,1,0,0,0,0,0,0
372848,0,1,0,0,0,0,0,0,0,0,0,0
8210228,0,0,1,0,0,0,0,0,0,0,0,0
878445,0,0,0,0,1,0,0,0,0,1,0,0
695649,0,0,1,0,0,1,0,0,0,1,0,0
125317,1,0,0,0,0,0,0,0,0,0,0,0
675599465,1,0,0,0,0,1,0,0,0,0,0,0
303684187,0,1,1,0,0,0,0,0,0,0,0,0
23697721,1,1,1,1,1,1,0,0,0,0,0,0
367874,0,0,0,0,0,0,0,1,0,0,0,0
235062181,0,0,0,0,1,0,1,0,0,1,0,0
331138302,0,0,0,0,0,0,0,0,0,0,0,0
565217934,0,0,0,0,0,0,0,0,0,0,0,0
419490715,0,0,0,0,0,0,0,0,0,0,0,0
243651290,0,0,0,0,1,0,0,0,0,0,0,0
554421825,0,1,0,1,0,0,1,0,0,1,0,0
282965698,1,0,0,0,0,1,1,0,0,0,0,0
294048,0,0,0,0,0,0,0,1,0,0,0,0
267538,0,0,0,0,0,0,0,0,0,0,0,0
224193775,0,1,1,0,0,0,1,0,0,0,0,0
143808159,0,0,0,0,1,0,0,0,0,1,0,0
329719147,1,0,0,0,0,0,0,0,0,0,0,0
249256428,0,0,1,0,0,1,1,0,0,0,0,0
26687,0,0,0,0,0,0,0,0,0,0,0,0
9249477,0,0,0,1,0,0,0,0,0,0,0,0
354797,0,1,0,1,0,1,0,0,0,0,0,0
6136592,0,0,0,0,0,0,0,0,0,0,0,0
82032365,0,0,1,0,0,0,0,0,0,0,0,0
337678960,1,0,0,0,0,1,0,0,0,0,0,0
261970466,0,1,0,0,0,0,0,0,0,0,0,0
325961,1,0,1,1,0,0,0,0,0,0,0,0
290203,1,1,1,1,1,0,0,1,1,0,0,0
1679393959,1,1,1,1,0,0,0,0,1,0,0,0
590735322,0,0,0,1,0,0,0,1,0,0,0,0
254573983,1,0,0,0,0,0,0,0,0,0,0,0
25360,1,0,0,0,0,0,0,0,0,0,0,0
263802,1,0,0,0,0,0,0,0,0,0,0,0
83652421,0,0,0,0,0,0,0,0,1,0,0,0
4074557,0,1,0,1,0,0,0,0,0,0,0,1
129248037,1,1,0,0,0,1,1,0,0,1,0,0
1684602478,0,1,0,0,0,0,0,0,0,0,0,0
8088100,0,0,0,0,0,0,0,0,0,0,0,0
27240138,1,0,0,1,0,1,0,0,0,1,0,0
291629081,0,1,0,0,0,0,0,0,0,0,0,0
600261365,1,0,0,0,0,0,0,0,0,0,1,0
34924763,1,0,0,1,0,0,0,0,0,0,0,0
599096542,1,0,0,0,0,0,0,0,0,0,0,0
257084190,0,1,1,0,0,0,0,0,0,0,0,0
266015004,0,1,0,0,0,0,0,0,0,0,0,0
435208167,1,0,0,0,0,0,0,0,0,0,0,0
301283598,0,1,0,0,0,0,0,0,0,0,0,0
105291463,1,0,0,0,0,0,0,0,0,0,0,0
349515,0,1,1,1,0,0,0,1,0,0,0,1
113807139,0,0,0,0,1,0,0,0,0,1,0,0
565718,0,1,0,0,0,0,0,0,0,0,0,0
427650761,0,1,0,1,1,0,0,0,0,0,0,0
46479252,1,0,0,0,0,0,1,0,0,0,0,1
21766697,0,0,0,0,0,0,1,0,0,1,0,0
53036657,0,0,0,0,0,0,0,0,0,0,0,0
1671935602,1,0,0,1,0,1,0,0,0,1,0,0
20905685,1,0,0,0,0,0,0,0,0,0,0,0
31191,1,0,0,0,0,0,0,0,0,0,0,0
284600473,1,0,0,0,0,1,0,0,0,0,0,0
628408512,0,0,1,0,0,0,1,1,0,0,0,0
2131884,0,0,0,0,0,0,0,1,0,0,0,0
49955171,0,1,1,1,0,1,0,0,1,0,0,0
879078,1,1,0,1,0,0,0,0,0,0,0,0
732221,1,0,0,0,0,0,0,1,0,0,0,0
6562238,1,0,0,1,0,0,1,1,0,1,0,0
266166780,1,0,0,0,0,0,0,0,0,0,0,0
32677064,1,0,0,0,1,0,0,0,0,0,0,0
34160168,0,0,0,0,1,0,0,0,0,0,0,0
139673,1,1,1,1,1,0,0,0,0,1,0,0
361663,0,0,0,1,0,0,0,0,0,1,0,0
9913586,1,0,0,0,0,1,1,0,0,0,0,0
20951583,1,0,0,0,0,0,0,0,0,0,0,0
373200,1,0,0,0,0,0,1,0,0,0,0,0
26323,1,0,0,0,1,0,0,0,0,0,0,0
273639073,0,0,0,0,0,0,0,0,0,0,0,0
98346040,1,0,0,0,0,0,0,0,0,0,1,0
941520,0,0,0,1,0,0,1,0,0,0,0,0
268899196,0,0,1,0,0,0,1,0,0,0,0,0
520083,1,0,0,0,1,0,0,0,0,0,0,0
553592932,0,0,0,0,0,0,0,0,0,0,0,0
319074,0,1,1,0,1,0,1,1,1,1,0,1
561493203,0,0,1,0,0,0,0,0,0,0,1,0
128739842,1,0,0,0,0,0,0,0,0,0,0,0
322758292,0,0,0,0,0,0,1,0,0,0,0,0
23972721,0,0,0,0,0,0,0,0,0,0,0,0
1341470,1,1,1,1,1,0,0,0,0,1,0,0
35868,0,0,0,0,0,0,0,0,0,0,0,0
319639,1,0,0,0,0,0,0,1,0,0,1,0
1906420,1,0,0,0,0,1,0,0,0,0,0,0
30808,0,0,0,0,0,0,0,0,0,0,0,0
23782495,1,0,1,0,0,0,0,0,0,0,0,0
8083355,1,0,1,0,0,0,0,1,0,1,0,1
613097171,0,0,1,0,0,0,0,0,0,0,0,0
1065415,1,0,0,0,0,0,1,1,0,0,0,0
710468587,0,0,1,0,0,0,0,0,0,0,1,0
259880252,0,1,1,0,0,0,1,0,0,0,0,0
431288123,1,0,0,0,0,1,0,0,0,0,0,0
307500026,0,0,0,0,1,0,0,0,0,0,0,0
590661061,1,0,0,0,0,0,0,0,0,0,0,0
882300,0,1,0,1,0,0,0,0,0,0,0,0
288228332,1,0,0,0,1,0,0,0,0,0,0,0
326042490,0,0,0,0,0,1,0,0,0,0,0,0
590571226,0,0,0,0,0,0,1,0,0,0,0,0
413195889,1,0,0,0,0,0,0,0,0,0,0,0
30828389,0,0,0,0,0,0,1,0,0,0,0,0
21881019,0,1,1,0,0,1,1,0,0,0,0,0
1765584396,0,0,1,1,0,0,0,0,0,0,0,0
34145,1,0,0,0,0,0,0,0,0,0,0,0
357173,0,0,0,0,0,0,0,0,0,0,0,0
32158,1,0,0,0,1,1,0,0,0,0,0,0
143317976,1,0,0,0,1,0,0,0,1,0,0,0
613454849,0,0,1,0,0,0,0,0,0,0,1,0
683713,0,1,0,0,0,0,0,0,0,0,0,0
60928021,0,1,0,0,0,0,0,0,0,0,0,1
239648624,1,0,1,0,1,0,1,1,0,1,0,0
6774144,0,1,0,0,0,0,0,0,0,0,0,0
24366522,0,0,0,0,0,0,0,1,0,0,0,1
34934,1,0,0,0,0,1,0,0,0,0,0,0
